Date,Open,High,Low,Close,Adj Close,Volume
2001-07-17,120.199997,121.949997,119.830002,121.839996,89.258621,7469800
2001-07-18,120.559998,121.639999,120.059998,121.010002,88.650635,7709300
2001-07-19,122.180000,122.980003,120.760002,122.070000,89.427162,10082900
2001-07-20,121.150002,121.940002,120.919998,121.339996,88.892372,6705800
2001-07-23,121.800003,121.879997,118.949997,118.949997,87.141449,8065200
2001-07-24,119.000000,119.199997,116.750000,117.800003,86.299011,12269000
2001-07-25,117.919998,119.480003,117.459999,119.099998,87.251389,12088500
2001-07-26,119.059998,120.849998,118.559998,120.349998,88.167107,12898200
2001-07-27,120.830002,121.349998,119.910004,120.809998,88.504089,8478800
2001-07-30,121.190002,121.349998,120.300003,120.849998,88.533394,8547700
2001-07-31,121.000000,122.680000,120.800003,121.349998,88.899689,11918100
2001-08-01,121.970001,122.699997,121.550003,122.110001,89.456429,11940800
2001-08-02,123.230003,123.250000,121.889999,122.610001,89.822762,11070100
2001-08-03,122.360001,122.360001,120.900002,121.940002,89.331909,10816300
2001-08-06,121.349998,121.510002,120.099998,120.300003,88.130463,8550100
2001-08-07,120.269997,121.199997,119.910004,120.769997,88.474785,8865100
2001-08-08,120.120003,121.160004,118.430000,118.529999,86.833817,15183800
2001-08-09,118.699997,118.970001,117.860001,118.879997,87.090164,14118500
2001-08-10,118.800003,119.839996,117.339996,119.290001,87.390572,11173300
2001-08-13,119.599998,119.849998,118.809998,119.320000,87.412544,7431600
2001-08-14,120.139999,120.349998,118.800003,119.269997,87.375946,13178100
2001-08-15,119.230003,119.610001,118.080002,118.239998,86.621376,8520600
2001-08-16,117.800003,118.750000,117.000000,118.650002,86.921715,10734700
2001-08-17,117.650002,117.870003,116.010002,116.750000,85.529785,11604600
2001-08-20,116.800003,117.900002,116.550003,117.830002,86.320984,10417400
2001-08-21,117.800003,118.540001,115.800003,115.820000,84.848473,14480800
2001-08-22,116.750000,117.430000,115.779999,117.019997,85.727592,11752300
2001-08-23,116.959999,117.519997,116.489998,116.599998,85.419899,8744100
2001-08-24,117.209999,119.129997,116.739998,119.019997,87.192749,11687700
2001-08-27,118.970001,119.199997,118.260002,118.309998,86.672607,7425100
2001-08-28,118.279999,118.489998,116.580002,116.580002,85.405266,12046600
2001-08-29,117.129997,117.180000,115.169998,115.540001,84.643333,16180000
2001-08-30,114.849998,115.739998,112.040001,113.320000,83.016998,17692600
2001-08-31,113.400002,114.769997,113.129997,114.150002,83.625038,15985400
2001-09-04,113.849998,116.169998,113.370003,113.419998,83.090263,24473400
2001-09-05,113.699997,114.190002,111.949997,113.699997,83.295410,21477100
2001-09-06,112.650002,113.300003,110.769997,110.769997,81.148926,21653000
2001-09-07,110.019997,111.250000,108.629997,108.720001,79.647095,33133900
2001-09-10,107.699997,110.349998,107.699997,110.050003,80.621445,23408700
2001-09-17,101.000000,106.400002,100.000000,104.300003,76.409073,32388700
2001-09-18,104.330002,105.300003,103.360001,104.050003,76.225906,22029200
2001-09-19,104.099998,104.500000,98.559998,101.949997,74.687454,42771800
2001-09-20,100.400002,101.809998,98.559998,98.709999,72.313866,36210900
2001-09-21,94.279999,98.989998,93.800003,97.279999,71.533691,49782100
2001-09-24,99.720001,101.160004,99.059998,100.699997,74.048531,25549600
2001-09-25,100.750000,102.000000,99.900002,101.750000,74.820641,25466200
2001-09-26,102.349998,102.400002,100.430000,101.389999,74.555939,18587500
2001-09-27,101.250000,102.290001,100.000000,102.269997,75.203011,20536800
2001-09-28,102.980003,109.620003,102.500000,104.440002,76.798721,21687200
2001-10-01,103.900002,104.320000,102.830002,104.269997,76.673676,20457400
2001-10-02,104.000000,105.580002,103.650002,105.580002,77.636963,19833100
2001-10-03,104.599998,107.879997,104.349998,107.349998,78.938530,32045800
2001-10-04,108.290001,108.970001,106.750000,107.440002,79.004715,32674100
2001-10-05,107.250000,107.620003,105.519997,107.230003,78.850304,29796100
2001-10-08,106.269997,107.300003,105.870003,106.529999,78.335571,12970300
2001-10-09,106.610001,106.750000,105.599998,105.959999,77.916435,15976300
2001-10-10,105.800003,108.550003,105.519997,108.320000,79.651833,19987400
2001-10-11,108.949997,110.300003,108.949997,110.000000,80.887161,23006300
2001-10-12,109.150002,109.889999,107.300003,109.500000,80.519516,31360500
2001-10-15,108.629997,109.449997,108.059998,109.300003,80.372429,16873000
2001-10-16,109.800003,110.610001,108.949997,109.989998,80.879845,15877100
2001-10-17,111.070000,111.150002,107.650002,107.650002,79.159142,28542300
2001-10-18,107.820000,108.160004,106.750000,107.419998,78.990028,16510000
2001-10-19,107.000000,107.910004,106.010002,107.349998,78.938530,21912500
2001-10-22,107.300003,109.570000,107.209999,109.470001,80.497452,17540600
2001-10-23,109.959999,110.279999,108.379997,108.910004,80.085655,22062500
2001-10-24,108.980003,109.449997,108.220001,108.620003,79.872421,16065200
2001-10-25,107.449997,110.599998,106.739998,110.570000,81.306335,27467900
2001-10-26,109.949997,111.790001,109.669998,110.320000,81.122482,18623300
2001-10-29,110.160004,110.550003,107.449997,107.449997,79.012077,18727500
2001-10-30,107.349998,107.699997,105.559998,106.160004,78.063484,26178600
2001-10-31,106.900002,107.860001,105.800003,105.800003,77.798752,28124200
2001-11-01,106.599998,109.010002,105.699997,108.510002,79.791519,29806800
2001-11-02,108.440002,109.379997,107.870003,109.250000,80.335655,17575900
2001-11-05,110.120003,111.089996,109.949997,110.680000,81.387199,15929500
2001-11-06,110.349998,112.480003,109.849998,112.400002,82.651993,23245800
2001-11-07,111.769997,113.120003,111.639999,112.250000,82.541679,19716000
2001-11-08,112.870003,114.080002,111.900002,112.599998,82.799065,22563500
2001-11-09,112.250000,112.959999,111.440002,112.720001,82.887276,15895800
2001-11-12,111.000000,112.650002,110.000000,112.029999,82.379929,26068800
2001-11-13,113.440002,114.550003,113.180000,114.550003,84.232948,15296200
2001-11-14,115.169998,115.400002,113.709999,114.660004,84.313850,17571300
2001-11-15,114.370003,115.180000,113.930000,114.870003,84.468277,19470200
2001-11-16,115.080002,115.099998,113.400002,114.360001,84.093269,18134900
2001-11-19,114.919998,115.849998,114.449997,115.769997,85.130074,13625400
2001-11-20,115.370003,115.800003,114.639999,114.800003,84.416817,16209700
2001-11-21,114.500000,114.669998,113.510002,114.040001,83.857948,11470200
2001-11-23,114.040001,115.750000,114.000000,115.680000,85.063919,6717100
2001-11-26,115.750000,116.339996,115.070000,115.930000,85.247719,13726000
2001-11-27,115.620003,116.900002,114.089996,115.430000,84.880051,19261400
2001-11-28,114.739998,115.169998,113.250000,113.339996,83.343224,20195500
2001-11-29,113.660004,114.919998,113.000000,114.870003,84.468277,16354700
2001-11-30,114.400002,114.910004,114.019997,114.050003,83.865295,13680300
2001-12-03,113.650002,114.080002,113.010002,113.370003,83.365280,15220400
2001-12-04,113.919998,115.300003,113.349998,115.290001,84.777130,17239900
2001-12-05,115.610001,118.000000,115.559998,117.400002,86.328690,25204000
2001-12-06,117.339996,117.940002,116.930000,117.339996,86.284584,17972900
2001-12-07,116.900002,117.089996,115.699997,116.559998,85.711021,18857800
2001-12-10,115.849998,116.389999,114.349998,114.379997,84.107971,13862700
2001-12-11,114.900002,115.720001,113.900002,114.150002,83.938835,20833300
2001-12-12,114.550003,114.779999,113.110001,114.279999,84.034424,16171500
2001-12-13,113.449997,113.699997,112.040001,112.059998,82.402000,19026700
2001-12-14,112.330002,113.489998,112.000000,113.129997,83.188797,16721900
2001-12-17,112.989998,114.360001,112.900002,114.300003,84.049126,13925900
2001-12-18,114.629997,115.150002,114.339996,114.980003,84.549187,13663700
2001-12-19,114.089996,115.919998,114.000000,115.790001,85.144760,20143400
2001-12-20,115.500000,115.800003,114.550003,114.650002,84.306503,14867900
2001-12-21,115.029999,115.070000,114.199997,114.949997,84.817810,14037700
2001-12-24,114.830002,115.040001,114.610001,114.730003,84.655502,5728800
2001-12-26,114.650002,116.209999,114.650002,115.360001,85.120361,10304800
2001-12-27,115.300003,116.080002,115.250000,116.059998,85.636871,9407300
2001-12-28,116.290001,116.750000,115.919998,116.000000,85.592567,10593800
2001-12-31,116.150002,116.389999,114.230003,114.300003,84.338211,14619500
2002-01-02,115.110001,115.750000,113.809998,115.529999,85.245811,18651900
2002-01-03,115.650002,116.949997,115.540001,116.839996,86.212418,15743000
2002-01-04,117.169998,117.980003,116.550003,117.620003,86.787949,20140700
2002-01-07,117.699997,117.989998,116.559998,116.790001,86.175507,13106500
2002-01-08,116.790001,117.059998,115.970001,116.519997,85.976288,12683700
2002-01-09,116.680000,117.779999,115.339996,115.570000,85.275307,16610300
2002-01-10,115.690002,116.349998,115.300003,116.080002,85.651649,12823400
2002-01-11,116.209999,116.279999,114.699997,114.940002,84.810493,13708400
2002-01-14,114.650002,114.839996,113.959999,114.220001,84.279221,12301100
2002-01-15,114.550003,115.389999,113.900002,115.150002,84.965431,20219900
2002-01-16,114.300003,114.400002,112.690002,112.820000,83.246162,17067000
2002-01-17,113.760002,114.239998,113.400002,113.669998,83.873375,17283400
2002-01-18,113.000000,113.849998,112.669998,113.150002,83.489677,17028000
2002-01-22,113.750000,113.930000,112.019997,112.370003,82.914154,11689300
2002-01-23,112.629997,113.550003,112.019997,113.230003,83.548729,12438900
2002-01-24,113.639999,114.250000,113.320000,113.580002,83.806984,12142800
2002-01-25,113.120003,114.180000,113.040001,113.550003,83.784836,12810700
2002-01-28,113.900002,114.190002,112.919998,113.860001,84.013596,10589200
2002-01-29,113.849998,114.129997,110.050003,110.279999,81.372009,27720800
2002-01-30,110.389999,113.389999,108.400002,111.870003,82.545212,34711800
2002-01-31,112.150002,113.300003,111.620003,113.180000,83.511818,19909200
2002-02-01,113.089996,113.300003,112.169998,112.650002,83.120750,15838500
2002-02-04,112.230003,112.230003,109.440002,109.849998,81.054733,24243400
2002-02-05,109.400002,110.489998,108.529999,109.169998,80.552986,33614000
2002-02-06,109.650002,109.739998,108.059998,108.699997,80.206169,29486000
2002-02-07,108.720001,109.860001,108.000000,108.019997,79.704445,23445400
2002-02-08,108.629997,110.750000,108.300003,110.089996,81.231804,19277800
2002-02-11,110.050003,111.639999,109.820000,111.440002,82.227898,18792400
2002-02-12,110.959999,111.709999,110.029999,111.089996,81.969688,13942500
2002-02-13,111.480003,112.540001,111.349998,112.269997,82.840363,16781100
2002-02-14,112.510002,112.970001,111.589996,112.059998,82.685425,20453800
2002-02-15,112.150002,112.239998,110.709999,110.889999,81.822090,18366800
2002-02-19,110.150002,110.290001,108.610001,108.760002,80.250427,15988100
2002-02-20,109.050003,110.589996,107.820000,110.589996,81.600723,29242800
2002-02-21,109.930000,110.629997,108.260002,108.300003,79.911041,26288600
2002-02-22,108.349998,109.940002,107.870003,109.639999,80.899773,26572900
2002-02-25,109.739998,111.809998,109.699997,111.449997,82.235298,17458700
2002-02-26,111.599998,112.040001,110.570000,111.220001,82.065613,22346500
2002-02-27,111.959999,112.860001,110.650002,111.650002,82.382881,28597900
2002-02-28,111.830002,112.750000,111.029999,111.150002,82.013931,23755400
2002-03-01,111.720001,113.849998,111.510002,113.739998,83.925034,26273600
2002-03-04,113.900002,115.989998,113.650002,115.750000,85.408112,27184600
2002-03-05,115.330002,116.400002,114.970001,115.379997,85.135132,22718900
2002-03-06,115.099998,117.150002,115.070000,116.750000,86.146004,20143200
2002-03-07,117.360001,117.500000,115.570000,116.500000,85.961517,19330800
2002-03-08,117.379997,117.900002,116.480003,116.989998,86.323067,19930100
2002-03-11,116.889999,117.900002,116.430000,117.239998,86.507545,15621800
2002-03-12,116.099998,117.250000,115.940002,117.169998,86.455902,17153600
2002-03-13,116.629997,116.750000,115.639999,116.040001,85.622116,17175300
2002-03-14,116.040001,116.430000,115.629997,115.879997,85.504059,11168100
2002-03-15,115.970001,116.949997,115.900002,116.650002,86.318771,21220100
2002-03-18,117.099998,117.559998,116.099998,116.669998,86.333580,17548900
2002-03-19,117.300003,117.739998,116.820000,117.449997,86.910759,17912000
2002-03-20,116.500000,116.580002,115.190002,115.239998,85.275375,17114500
2002-03-21,115.300003,115.900002,114.120003,115.290001,85.312386,25846800
2002-03-22,115.500000,115.940002,114.699997,115.040001,85.127403,15235400
2002-03-25,115.089996,115.360001,113.300003,113.610001,84.069237,17499600
2002-03-26,113.519997,115.019997,113.470001,114.269997,84.557602,19947600
2002-03-27,114.029999,115.010002,113.760002,114.570000,84.779617,19020300
2002-03-28,114.970001,115.769997,114.500000,114.519997,84.742645,17532900
2002-04-01,114.230003,115.099998,113.500000,114.570000,84.779617,17711000
2002-04-02,113.980003,114.949997,113.769997,113.940002,84.313438,15669500
2002-04-03,114.010002,114.209999,112.160004,113.139999,83.721428,25658500
2002-04-04,112.599998,113.400002,112.230003,112.669998,83.373657,23549000
2002-04-05,113.190002,113.629997,112.180000,112.690002,83.388474,19404900
2002-04-08,111.320000,113.029999,111.230003,112.930000,83.566055,16470100
2002-04-09,113.180000,113.180000,111.930000,112.139999,82.981445,15122700
2002-04-10,112.099998,113.540001,112.089996,113.410004,83.921227,17199300
2002-04-11,112.889999,113.050003,110.500000,110.589996,81.834496,25453700
2002-04-12,111.019997,111.650002,110.040001,111.419998,82.448692,14950600
2002-04-15,111.620003,111.860001,110.199997,110.570000,81.819679,17394900
2002-04-16,111.699997,113.320000,111.669998,113.199997,83.765846,15040900
2002-04-17,113.389999,113.669998,112.599998,112.959999,83.588249,12920100
2002-04-18,112.900002,113.459999,111.150002,112.470001,83.225655,25204800
2002-04-19,113.199997,113.239998,112.559998,112.879997,83.529037,10499200
2002-04-22,112.379997,112.430000,110.839996,111.000000,82.137886,13922900
2002-04-23,111.089996,111.480003,110.169998,110.519997,81.782684,16967000
2002-04-24,110.559998,111.809998,109.400002,109.410004,80.961327,18902700
2002-04-25,109.209999,109.739998,108.720001,109.470001,81.005730,25451500
2002-04-26,109.790001,110.010002,107.290001,107.389999,79.466576,19769800
2002-04-29,107.930000,108.260002,106.629997,106.860001,79.074371,17724400
2002-04-30,107.019997,108.639999,106.639999,107.860001,79.814362,19473500
2002-05-01,107.970001,109.250000,106.800003,109.180000,80.791130,24575600
2002-05-02,109.099998,109.910004,107.779999,108.760002,80.480309,15666800
2002-05-03,108.599998,108.760002,107.199997,107.580002,79.607155,18185500
2002-05-06,107.639999,107.989998,105.309998,105.470001,78.045769,23630400
2002-05-07,106.099998,106.320000,104.900002,105.099998,77.771996,21910000
2002-05-08,107.050003,109.360001,106.790001,109.010002,80.665329,27917400
2002-05-09,108.650002,109.099998,107.580002,107.750000,79.732948,18085600
2002-05-10,107.970001,108.050003,105.599998,105.720001,78.230766,18958900
2002-05-13,106.220001,107.949997,105.790001,107.870003,79.821739,14677700
2002-05-14,109.620003,110.370003,109.000000,110.220001,81.560707,34201200
2002-05-15,109.500000,110.910004,109.290001,109.790001,81.242516,29535300
2002-05-16,109.699997,110.480003,109.330002,110.360001,81.664299,28092000
2002-05-17,110.660004,111.250000,110.099998,110.900002,82.063911,27823700
2002-05-20,110.639999,110.690002,109.489998,109.699997,81.175911,13833800
2002-05-21,110.110001,110.480003,108.320000,108.699997,80.435936,16877200
2002-05-22,108.220001,109.120003,108.000000,108.940002,80.613518,15844200
2002-05-23,109.260002,110.360001,108.480003,110.099998,81.471924,13879800
2002-05-24,109.980003,110.199997,108.610001,108.690002,80.428528,11877000
2002-05-28,109.050003,109.129997,107.449997,108.099998,79.991951,24236900
2002-05-29,107.620003,108.019997,107.129997,107.300003,79.399963,14773300
2002-05-30,106.550003,107.510002,105.900002,107.000000,79.177956,18217900
2002-05-31,107.400002,108.559998,106.849998,107.220001,79.340767,19826300
2002-06-03,107.089996,107.599998,104.129997,104.370003,77.231812,26056300
2002-06-04,104.150002,105.199997,103.550003,104.629997,77.424194,25856200
2002-06-05,104.949997,105.669998,104.349998,105.610001,78.149384,19695900
2002-06-06,105.540001,105.599998,103.150002,103.459999,76.558418,22998500
2002-06-07,101.779999,103.919998,101.720001,103.339996,76.469604,24011600
2002-06-10,103.239998,104.459999,103.019997,103.739998,76.765617,18759900
